"nb drone landed";"nb drone plugged";"mean throttle";"tick"
4.0;3.0;1.0;1699.0
4.0;3.0;1.0;1701.0
4.0;3.0;1.0;1703.0
4.0;3.0;1.0;1705.0
4.0;3.0;1.0;1707.0
4.0;3.0;1.0;1709.0
4.0;3.0;1.0;1711.0
4.0;3.0;1.0;1713.0
4.0;3.0;1.0;1715.0
4.0;3.0;1.0;1717.0
4.0;3.0;1.0;1719.0
4.0;3.0;1.0;1721.0
4.0;3.0;1.0;1723.0
4.0;3.0;1.0;1725.0
4.0;3.0;1.0;1727.0
4.0;3.0;1.0;1729.0
4.0;3.0;1.0;1731.0
4.0;3.0;1.0;1733.0
4.0;3.0;1.0;1735.0
4.0;3.0;1.0;1737.0
4.0;3.0;1.0;1739.0
4.0;3.0;1.0;1741.0
4.0;3.0;1.0;1743.0
4.0;3.0;1.0;1745.0
4.0;3.0;1.0;1747.0
4.0;3.0;1.0;1749.0
4.0;3.0;1.0;1751.0
4.0;3.0;1.0;1753.0
4.0;3.0;1.0;1755.0
4.0;3.0;1.0;1757.0
4.0;3.0;1.0;1759.0
4.0;3.0;1.0;1761.0
4.0;3.0;1.0;1763.0
4.0;3.0;1.0;1765.0
4.0;3.0;1.0;1767.0
4.0;3.0;1.0;1769.0
4.0;3.0;1.0;1771.0
4.0;3.0;1.0;1773.0
4.0;3.0;1.0;1775.0
4.0;3.0;1.0;1777.0
4.0;3.0;1.0;1779.0
4.0;3.0;1.0;1781.0
4.0;3.0;1.0;1783.0
4.0;3.0;1.0;1785.0
4.0;3.0;1.0;1787.0
4.0;3.0;1.0;1789.0
4.0;3.0;1.0;1791.0
4.0;3.0;1.0;1793.0
4.0;3.0;1.0;1795.0
4.0;3.0;1.0;1797.0
4.0;3.0;1.0;1799.0
4.0;3.0;1.0;1801.0
4.0;3.0;1.0;1803.0
4.0;3.0;1.0;1805.0
4.0;3.0;1.0;1807.0
4.0;3.0;1.0;1809.0
4.0;3.0;1.0;1811.0
4.0;3.0;1.0;1813.0
4.0;3.0;1.0;1815.0
4.0;3.0;1.0;1817.0
4.0;3.0;1.0;1819.0
4.0;3.0;1.0;1821.0
4.0;3.0;1.0;1823.0
4.0;3.0;1.0;1825.0
4.0;3.0;1.0;1827.0
4.0;3.0;1.0;1829.0
4.0;3.0;1.0;1831.0
3.0;3.0;1.0;1833.0
3.0;3.0;1.0;1835.0
3.0;3.0;1.0;1837.0
3.0;3.0;1.0;1839.0
3.0;3.0;1.0;1841.0
3.0;3.0;1.0;1843.0
3.0;3.0;1.0;1845.0
3.0;3.0;1.0;1847.0
2.0;2.0;1.0;1849.0
2.0;2.0;1.0;1851.0
2.0;2.0;1.0;1853.0
2.0;2.0;1.0;1855.0
2.0;2.0;1.0;1857.0
2.0;2.0;1.0;1859.0
2.0;2.0;1.0;1861.0
2.0;2.0;1.0;1863.0
2.0;2.0;1.0;1865.0
2.0;2.0;1.0;1867.0
2.0;2.0;1.0;1869.0
2.0;2.0;1.0;1871.0
2.0;2.0;1.0;1873.0
2.0;2.0;1.0;1875.0
2.0;2.0;1.0;1877.0
2.0;2.0;1.0;1879.0
2.0;2.0;1.0;1881.0
2.0;2.0;1.0;1883.0
2.0;2.0;1.0;1885.0
2.0;2.0;1.0;1887.0
2.0;2.0;1.0;1889.0
1.0;1.0;1.0;1891.0
1.0;1.0;1.0;1893.0
1.0;1.0;1.0;1895.0
1.0;1.0;1.0;1897.0
1.0;1.0;1.0;1899.0
1.0;1.0;1.0;1901.0
1.0;1.0;1.0;1903.0
1.0;1.0;1.0;1905.0
1.0;1.0;1.0;1907.0
1.0;1.0;1.0;1909.0
1.0;1.0;1.0;1911.0
1.0;1.0;1.0;1913.0
1.0;1.0;1.0;1915.0
1.0;1.0;1.0;1917.0
1.0;1.0;1.0;1919.0
1.0;1.0;1.0;1921.0
1.0;1.0;1.0;1923.0
1.0;1.0;1.0;1925.0
1.0;1.0;1.0;1927.0
1.0;1.0;1.0;1929.0
1.0;1.0;1.0;1931.0
1.0;1.0;1.0;1933.0
1.0;1.0;1.0;1935.0
1.0;1.0;1.0;1937.0
1.0;1.0;1.0;1939.0
1.0;1.0;1.0;1941.0
1.0;1.0;1.0;1943.0
1.0;1.0;1.0;1945.0
1.0;1.0;1.0;1947.0
1.0;1.0;1.0;1949.0
1.0;1.0;1.0;1951.0
1.0;1.0;1.0;1953.0
1.0;1.0;1.0;1955.0
1.0;1.0;1.0;1957.0
1.0;1.0;1.0;1959.0
1.0;1.0;1.0;1961.0
1.0;1.0;1.0;1963.0
1.0;1.0;1.0;1965.0
1.0;1.0;1.0;1967.0
1.0;1.0;1.0;1969.0
1.0;1.0;1.0;1971.0
1.0;1.0;1.0;1973.0
1.0;1.0;1.0;1975.0
1.0;1.0;1.0;1977.0
1.0;1.0;1.0;1979.0
1.0;1.0;1.0;1981.0
1.0;1.0;1.0;1983.0
1.0;1.0;1.0;1985.0
1.0;1.0;1.0;1987.0
1.0;1.0;1.0;1989.0
1.0;1.0;1.0;1991.0
1.0;1.0;1.0;1993.0
1.0;1.0;1.0;1995.0
1.0;1.0;1.0;1997.0
1.0;1.0;1.0;1999.0
1.0;1.0;1.0;2001.0
1.0;1.0;1.0;2003.0
1.0;1.0;1.0;2005.0
1.0;1.0;1.0;2007.0
1.0;1.0;1.0;2009.0
1.0;1.0;1.0;2011.0
